game_id,move_number,true_move,best_move,pred_move,pred_equals_true,pred_equals_best,true_equals_best,true_positive,false_positive,false_negative
7,119,d4b6,d6d8,d4b6,True,False,False,False,True,False
7,120,b7c8,b7a8,b7c8,True,False,False,False,True,False
7,121,d6c6,d6d8,b6a6,False,False,False,False,False,False
8,1,e7e5,c7c5,g8f6,False,False,False,False,False,False
8,2,g1f3,g1f3,d1h5,False,False,True,False,False,False
8,3,g8f6,g8f6,d7d5,False,False,True,False,False,False
8,4,g1f3,g1f3,f2f3,False,False,True,False,False,False
8,5,g8f6,g8f6,c6d4,False,False,True,False,False,False
8,6,f3d4,e1g1,f3e5,False,False,False,False,False,False
8,7,e5d4,e5d4,e5d4,True,True,True,True,False,False
8,8,e1g1,e1g1,e1e2,False,False,True,False,False,False
8,9,d8f6,d8f6,d7d5,False,False,True,False,False,False
8,10,e1g1,e1g1,e4e5,False,False,True,False,False,False
8,11,f8b4,f8d6,d7d5,False,False,False,False,False,False
8,12,c2c3,c2c3,e1f1,False,False,True,False,False,False
8,13,d7d5,d7d5,d4c3,False,False,True,False,False,False
8,14,b2c3,b2c3,b2c3,True,True,True,True,False,False
8,15,d7d5,d7d5,b4c3,False,False,True,False,False,False
8,16,d3d4,d3d4,h2h3,False,False,True,False,False,False
8,17,e8g8,h7h6,d6h2,False,False,False,False,False,False
8,18,d3d4,d3d4,h2h3,False,False,True,False,False,False
9,1,e7e5,c7c5,g8f6,False,False,False,False,False,False
9,2,g1f3,g1f3,d1h5,False,False,True,False,False,False
9,3,g8f6,g8f6,d7d5,False,False,True,False,False,False
9,4,b1c3,g1f3,d1f3,False,False,False,False,False,False
9,5,g8f6,g8f6,c6d4,False,False,True,False,False,False
9,6,f3d4,f3d4,f3e5,False,False,True,False,False,False
9,7,d8g5,d8g5,d4c2,False,False,True,False,False,False
9,8,e1g1,c4f7,e5f7,False,False,False,False,False,False
9,9,g5g2,g5g2,g5g2,True,True,True,True,False,False
9,10,d2d3,d2d3,f7h8,False,False,True,False,False,False
9,11,g2e4,g2e4,g2h1,False,False,True,False,False,False
9,12,f1e2,d1e2,f1e2,True,False,False,False,True,False
9,13,e4h1,e4h1,e4h1,True,True,True,True,False,False
9,14,e1f1,e1f1,e1f1,True,True,True,True,False,False
9,15,f3h4,f3h4,e8f7,False,False,True,False,False,False
9,16,f1g1,f1g1,f1g1,True,True,True,True,False,False
9,17,e4g6,e4g6,e8f7,False,False,True,False,False,False
9,18,b1d2,b1d2,b1c3,False,False,True,False,False,False
9,19,g7g6,g7g6,g7g6,True,True,True,True,False,False
9,20,b1d2,b1d2,b1c3,False,False,True,False,False,False
9,21,g6h5,g6h5,g6h5,True,True,True,True,False,False
9,22,b1c3,b1c3,d2g5,False,False,True,False,False,False
9,23,e4g6,e4g6,e4g6,True,True,True,True,False,False
9,24,d1g4,d1g4,g1f1,False,False,True,False,False,False
9,25,d7d5,d7d5,g4d1,False,False,True,False,False,False
9,26,a1d1,a1d1,c3d1,False,False,True,False,False,False
9,27,d7d5,d7d5,f8b4,False,False,True,False,False,False
9,28,c3b5,c3d5,c3b1,False,False,False,False,False,False
9,29,b4d2,b4d2,b4d2,True,True,True,True,False,False
9,30,d2c3,d2c3,h2h3,False,False,True,False,False,False
9,31,b7b6,c7c6,d6h2,False,False,False,False,False,False
9,32,d5e7,d5e7,c3h8,False,False,True,False,False,False
9,33,b7b6,b7b6,e7d5,False,False,True,False,False,False
9,34,d1d5,d1d5,d1d5,True,True,True,True,False,False
9,35,b7b6,b7b6,d6h2,False,False,True,False,False,False
9,36,h8d4,h8d4,h8f6,False,False,True,False,False,False
9,37,d6f8,d6b4,d6e5,False,False,False,False,False,False
9,38,d5e5,d5e5,d5e5,True,True,True,True,False,False
9,39,b7b6,b7b6,d7d6,False,False,True,False,False,False
9,40,h1g1,h1g1,e5h5,False,False,True,False,False,False
9,41,g8h8,g8h8,g8f8,False,False,True,False,False,False
9,42,g5h5,g5h5,g5h5,True,True,True,True,False,False
9,43,f7g6,f7g6,f7g6,True,True,True,True,False,False
9,44,h5a5,h5h4,h5h4,False,True,False,False,False,True
